trope_id,trope_name,reg_coef
260,Affably Evil,0.00038008712256187583
261,Affectionate Parody,0.0001684324743195878
262,Affirmative Action Girl,1.0563104376376735e-05
263,Afraid of Needles,1.4198491477028005e-05
264,After the End,0.00013146130458727576
265,Against the Setting Sun,2.0182216584015703e-06
267,Age-Appropriate Angst,1.4275380088160508e-05
268,Age Cut,2.2757469683784174e-05
271,Agent Mulder,3.2390193302202641e-05
272,Agent Scully,2.4741464343273565e-05
282,Airborne Aircraft Carrier,2.5532583880275726e-06
283,Airplane of Love,4.0040355493094264e-06
287,Alan Smithee,2.9782063159701529e-05
294,Alien Among Us,1.620420638577384e-05
295,Alien Geometries,3.7902734670507275e-05
297,Alien Invasion,6.4673883844290002e-05
298,Alien Lunch,3.9492695687038691e-05
302,Alien Sky,4.1578161348063695e-05
303,Aliens and Monsters,5.3111550987783907e-06
304,Aliens Made Them Do It,5.2983336341657207e-06
305,Aliens of London,2.3540520146149928e-06
306,Aliens Speaking English,2.1010971721177089e-05
307,Aliens Steal Cable,2.0336966207941482e-05
308,All American Face,7.5962414860459754e-06
309,All Bikers Are Hells Angels,4.0355716208666357e-05
312,All Girls Want Bad Boys,0.00015301811596049326
313,All Guys Want Cheerleaders,4.4994285212871458e-05
315,All Just a Dream,-0.00030090427100162474
317,All Myths Are True,3.3997346698780775e-05
318,All of the Other Reindeer,3.8641433685656843e-05
319,All Part of the Show,-1.6993631944651205e-05
321,All That Glitters,8.1201328387240788e-06
322,All There in the Manual,0.00031985445137429716
323,All Up To You,6.3904953314181329e-06
324,Allergic to Love,6.3580875639244213e-06
325,Alliterative Name,0.00012975003033277217
328,Almost Dead Guy,3.5909593783011534e-05
329,Almost Kiss,-7.4681635422140874e-05
330,Almost Lethal Weapons,0.0
331,Aloha Hawaii,4.3741559052649265e-06
332,Alone with the Psycho,3.7387401799243704e-05
333,Aloof Big Brother,2.0314630481723737e-05
335,Alt Text,0.0
336,Alter Ego Acting,2.699141427649516e-06
338,Alternate Company Equivalent,-5.4917596146981456e-07
339,Alternate Continuity,5.3987800657368039e-05
340,Alternate History,4.3465604270478407e-05
341,Alternate Reality Game,1.1190655729441519e-05
343,Alternate Universe,5.0511897294749914e-05
344,Alternate Universe Fic,0.0
345,Alternative Calendar,-2.9312266943451373e-05
347,Always Chaotic Evil,5.2598920858971067e-05
348,Always Close,4.6489533352605021e-06
349,Always Female,0.0
350,Always Male,0.0
352,Amateur Sleuth,2.5061435388995838e-05
353,Amazing Freaking Grace,2.7031414653722134e-05
354,Amazing Technicolor Battlefield,0.0
355,Amazon Brigade,4.7411457511682582e-05
356,Ambiguously Gay,-5.6810687201445213e-06
359,American Accents,1.548790225378175e-05
369,Amnesia Danger,2.8663131322328059e-06
370,Amnesiac Dissonance,1.326317835262057e-05
371,Amusing Injuries,-0.0001693750534904312
372,An Adventurer Is You,0.0
373,An Aesop,-8.0881268585793295e-05
374,An Insert,2.1535748436695888e-06
375,An Offer You Can't Refuse,3.7895044272262928e-05
376,Anachronic Order,0.00014175186103689168
377,Anachronism Stew,0.00026401892578615832
378,Ancient Africa,0.0
380,Ancient Astronauts,3.5016216784803912e-05
381,Ancient Conspiracy,3.0644678370668287e-05
382,Ancient Egypt,1.0605071822554691e-05
383,Ancient Greece,0.0
384,Ancient Rome,-6.1835310414967988e-05
385,Ancient Tradition,5.7278789747998227e-06
386,And Another Thing...,4.5865006717913639e-06
387,And Call Him George,7.5044310905103962e-06
388,And Knowing Is Half the Battle,1.9955723939966074e-05
389,And Man Grew Proud,6.2398226098330968e-06
390,And Ninety Nine Cents,0.0
391,And Now for Someone Completely Different,4.9618580321798675e-06
393,And Starring,0.00013423083867612792
396,And This Is for...,8.1644906677583631e-05
397,And You Were There,-1.406913405392801e-05
398,And Your Little Dog Too,2.2894926294948928e-05
401,Androcles' Lion,1.1273715057794721e-05
409,Angels Pose,2.8307524559398649e-06
410,Anger Montage,1.7335637489772555e-05
411,Angry Eyebrows,2.0117482111873538e-06
412,Angry Guard Dog,4.4565338473413439e-05
413,Animal Jingoism,0.0
414,Animal Motifs,4.3708805656641256e-05
415,Animal Reaction Shot,-4.3295709476790493e-05
416,Animal Stereotypes,2.3538020424129467e-05
417,Animal Superheroes,0.0
418,Animal Talk,2.9088744057880694e-05
419,Animal Wrongs Group,1.5687634240709835e-05
421,Animate Body Parts,0.0
423,Animated Actors,4.6020551896646154e-06
424,Animated Adaptation,3.5690525600471978e-05
430,Animation Age Ghetto,0.0
431,Animation Lead Time,3.1180990701230604e-06
432,Anime,0.0
433,Anime Accent Absence,0.0
440,Anime Theme Song,0.0
442,Animesque,1.3955898097366304e-05
443,Animorphism,-7.3589707041000056e-06
446,Annoying Patient,2.040509204543451e-06
447,Annoying Younger Sibling,8.0390845190660333e-05
449,Anonymous Ringer,3.1303029803779445e-06
450,Another Dimension,2.0372037211497058e-05
452,Antagonist in Mourning,1.3334690161354627e-05
454,Anthropomorphic Personification,7.4428597666978538e-06
455,Anti-Hero,0.0003420352182902887
456,Anti-Love Song,7.349608317315504e-06
458,Anti-Villain,0.00019132623417633484
459,Anticlimactic Parent,0.0
460,Anti-Climax Boss,8.5398632960295242e-06
462,Anvil on Head,-0.00014179222028390685
463,Anvilicious,1.1840858145665823e-05
464,Anyone Can Die,0.00025453312624265255
466,Apathetic Citizens,3.8869570397624217e-05
467,Apocalypse Not,0.0
468,Appeal to Obscurity,4.9734180009467937e-06
470,Applied Phlebotinum,0.00010054274635136282
473,Arabian Nights Days,-1.0592770078411875e-05
474,Arbitrary Headcount Limit,2.4675811782258575e-06
475,Arbitrary Skepticism,7.0789702464124957e-05
478,Arc Words,0.00042266012585578721
479,Arcade Sounds,5.0080087700191561e-06
481,Archetypal Character,0.0
489,Are You Pondering What I'm Pondering?,7.0759064038870281e-06
490,Aristocrats Are Evil,-0.00020063178597721904
491,Arm Cannon,2.2106848178837361e-05
493,Armed Altruism,5.4021463606526177e-06
495,Armor Is Useless,8.9555884992879306e-05
496,Armor-Piercing Slap,5.2317791292568552e-05
498,Arranged Marriage,-0.00014533329717267
501,Arrow Cam,2.5067895376486085e-05
502,Arrows on Fire,3.0446575696108243e-05
503,Art Evolution,2.6132721220838043e-05
504,Art Imitates Art,-7.5784757194052621e-05
505,Art Shift,-3.5418615765454304e-05
509,Artifact of Doom,3.3475330732287559e-05
511,Artificial Gravity,4.0697779289125892e-05
512,Artificial Human,-2.2208261510556067e-05
513,Artificial Limbs,4.044003760568436e-05
514,Artist Disillusionment,-6.3454466060855225e-06
516,Artistic Title,2.1403792401334305e-05
520,As Long as It Sounds Foreign,4.3532046954090075e-06
521,As Long as There Is One Man,5.166036335844693e-06
522,As You Know,-4.0096482075468449e-05
525,Ascend to a Higher Plane of Existence,8.1883027086193032e-05
526,Ascended Fanboy,0.00010232398661349243
527,Asian Store-Owner,2.3202302257345186e-05
528,Aside Glance,-4.214349345329774e-05
531,Ass Kicking Pose,2.4076459082059736e-05
532,Asspull,3.4691847322117577e-06
534,Asteroids Monster,6.740877679454197e-06
537,Astro Turf,3.464748710783632e-06
538,Asymmetric Dilemma,0.0
542,Atlantis,1.9600236582723246e-05
544,Attack of the 50-Foot Whatever,7.0995995906339432e-05
545,Attack of the Killer Whatever,7.9792691107148788e-05
547,Attractive Bent-Gender,4.4646368587611712e-05
548,Audible Sharpness,7.7389259299488498e-05
549,Audience Participation,1.9644628224185218e-05
552,Author Appeal,0.00017135202470376155
553,Author Avatar,0.00013987304115690354
554,Author Filibuster,-1.462635116477654e-05
557,Author's Saving Throw,1.9834599885000233e-06
561,Avengers Assemble,2.8623213223639781e-05
562,Averted Trope,0.0
563,"Aww, Look! They Really Do Love Each Other",0.00012014991992983976
565,Awesome but Impractical,0.00010129952422347181
566,Awful Truth,2.2914421977467943e-05
567,Ax-Crazy,0.00076201597595436886
572,BBC Quarry,8.146400263640884e-06
574,BFG,6.857743275253833e-05
575,BFS,3.7122244198154199e-05
577,B-Movie,0.00016008372091898845
580,B Roll Rebus,3.3160166833788073e-06
582,Baby Carriage,-7.9191854057816067e-05
585,Bachelor Auction,8.3570536957204026e-06
586,Back for the Dead,1.5653483661280409e-05
587,Back from the Dead,0.0001000896735895086
588,Back Story,2.1947116872194389e-05
589,Back-to-Back Badasses,8.1622234882566995e-05
590,Back to Front,1.2792490942589884e-05
595,Backed by the Pentagon,3.2602977965739656e-06
597,Bad Boss,0.00016023445516130311
598,Bad-Guy Bar,4.8438697848534411e-05
599,Bad Habits,-9.5160756471139199e-07
600,Bad Vibrations,6.3996791215745084e-06
601,Badass,0.00063062969777268529
602,Badass Back,1.0323007431327852e-05
604,Badass Bookworm,0.00013244466549138859
606,Badass Longcoat,0.00025067516386524473
607,Badass Normal,0.00012683902451451835
608,Baddie Flattery,0.0
609,Badly Battered Babysitter,9.4973233404018054e-06
611,Bag of Spilling,0.0
612,Bait and Switch,8.4696632181978848e-05
613,Bait-and-Switch Credits,1.4508959893067611e-05
614,Bait-and-Switch Lesbians,1.8416552010220302e-06
618,Balance Between Good and Evil,9.8941238212028404e-06
620,Bamboo Technology,-4.5903170455442083e-05
621,Banana Peel,-0.00011915221210573543
622,Banana Republic,1.4202745484259409e-05
624,"Bang, Bang, BANG",3.391181330639995e-05
625,Bankruptcy Barrel,0.0
626,Banned in China,1.4618451539755218e-05
628,Bar Brawl,5.6498493984465224e-05
629,Bare-Handed Blade Block,4.3442223994918088e-05
631,Based on a Great Big Lie,-1.517379438994729e-06
634,Bat Family Crossover,5.2996321715894561e-06
638,Batman Cold Open,2.3005457801188232e-05
639,Batman in My Basement,1.4094458813520984e-05
642,Battle Aura,5.4945109398365014e-06
644,Battle Butler,-3.0761936648304353e-05
649,Bavarian Fire Drill,1.6907957717979208e-05
651,Bazaar of the Bizarre,5.5108468279931347e-06
652,Be as Unhelpful as Possible,9.1803760646791161e-06
653,Be Careful What You Wish For,7.5768550224952877e-05
654,Be Yourself,5.3762327120072889e-05
655,Beach Episode,7.3173542989586868e-06
659,"Beam Me Up, Scotty!",2.5283247082684677e-05
660,Beam-O-War,3.1438457160420325e-05
662,Beam Spam,1.0342247111799531e-05
663,Beard of Evil,0.00010553770153675969
664,Beast and Beauty,4.1464195942548524e-05
665,Beat Bag,2.9543632742033565e-06
667,Beat Panel,2.1623803482873963e-06
668,Beat Them at Their Own Game,5.0237805417071392e-06
669,Beautiful All Along,7.2809058094335468e-05
670,Beauty Equals Goodness,3.6895650912228737e-05
672,Because Destiny Says So,4.0870907439371468e-05
675,Become a Real Boy,1.3429817866905044e-05
676,Becoming the Mask,0.00018214035803692534
677,Bedouin Rescue Service,1.357940834120927e-05
678,Bedsheet Ladder,-6.1486931707455667e-05
679,Bee People,2.930750923091388e-06
680,Beehive Barrier,2.4953784915909138e-06
681,Beethoven Was an Alien Spy,2.1947889225760759e-05
683,Beginner's Luck,0.0
685,Behind the Black,-2.513881174582444e-05
687,Belated Backstory,8.4239771886406644e-06
688,Beleaguered Childhood Friend,2.1623803482873963e-06
690,Bellisario's Maxim,2.9543632742033565e-06
692,Beneath Suspicion,5.4568973955434608e-06
693,Beneath the Earth,-1.2184133659284858e-05
694,Benevolent Boss,8.2962319602447341e-05
697,Berserk Board Barricade,2.3743784216489052e-06
698,Berserk Button,0.00096773519267496773
701,"Best is Average, Better is Best",0.0
702,Best Out of Infinity,0.0
708,Betty and Veronica,5.8603345523191455e-06
711,Beware the Honest Ones,3.4691847322117577e-06
712,Beware the Nice Ones,0.00026779715353179341
716,Bible Times,-1.3605216133486826e-05
719,Bicep-Polishing Gesture,-6.1035609051075065e-06
720,Bifauxnen,1.7689586157517837e-05
721,Big Applesauce,0.0001270098327299201
722,Big Bad,0.00096211219507349392
723,Big Ball of Violence,-2.9312266943451373e-05
724,Big Boo's Haunt,0.0
728,Big Budget Beef-Up,8.7856082104271987e-06
729,Big Creepy-Crawlies,2.908022923783157e-05
730,Big Damn Heroes,0.00037641725140759714
731,Big Eater,0.00020210429935633992
733,Big Fancy House,6.8076887421373517e-05
735,Big Game,4.8474319304322522e-05
736,Big Name Fan,2.3540520146149928e-06
737,"Big \NO!\""""",0.00047886439939457369
740,Big Ol' Eyebrows,1.6285876538945102e-06
741,Big Red Button,1.7942703253694616e-05
742,Big Secret,5.2931615996237565e-06
743,Big Sleep,7.7573052582203586e-06
744,Big Store,4.9627395794737723e-06
747,Bikini Bar,2.4862950107105462e-05
748,Bilingual Bonus,4.3925250235910888e-05
749,Bilingual Dialogue,5.8150680960034899e-05
751,Binocular Shot,-4.7371068557390028e-05
755,Exposition Party,2.4953784915909138e-06
756,Bishie Sparkle,8.0398037443611127e-06
757,Bishnen,5.827377189427053e-05
758,Bishonen Line,2.9792795909737464e-06
759,Bishoujo,0.0
760,Bite The Wax Tadpole,0.0
761,Biting the Handkerchief,0.0
762,Bitter Almonds,0.0
763,Bittersweet Ending,0.00061872731968502955
764,Bizarre Alien Biology,7.1167704446853882e-05
765,Bizarre and Improbable Ballistics,9.0147164281665717e-06
767,Bizarre and Improbable Golf Game,-0.00010124792896773253
768,Bizarre Baby Boom,5.1256423070516037e-06
769,Bizarro Universe,3.4901577551305348e-06
771,Black Best Friend,0.00018816189668360384
773,Black Box,1.2628649479368366e-05
774,Black Cloak,1.4831549380240923e-05
777,Black Dude Dies First,0.0004356677695457819
779,Black Like Me,-7.1960695815435064e-06
780,Black Magic,1.4124142204073794e-06
781,Black Magician Girl,1.8416552010220302e-06
782,Blackmail,-0.00011426605273822974
783,Blackmail Is Such an Ugly Word,3.6013137352928986e-06
785,Blade Run,5.5432164004743426e-06
787,Blank White Eyes,0.0
788,Blast Out,2.6357633055592741e-05
789,Blasting It out of Their Hands,3.9752200668741398e-05
792,Bleached Underpants,0.0
793,Blessed with Suck,5.7601352300288585e-05
794,Blind Alley,-2.7149886595163988e-05
796,Blind Seer,3.9569246202811597e-05
797,Blind Without 'Em,6.5596943882775488e-05
798,Blipvert,1.2352387833959168e-05
800,Blog,0.0
803,Blonde Republican Sex Kitten,-1.0972450566606983e-05
804,Blood from the Mouth,5.0784143665744666e-05
805,Blood Knight,0.00015948191484263825
807,Blood Sport,2.3627448182677259e-05
808,Bloodless Carnage,0.00014209599665556956
809,Blown Across the Room,0.00010899077722370252
814,Blue with Shock,0.0
816,Bluenose Bowdlerizer,0.0
819,Board Games,0.0
825,Body Horror,0.0004035660943889912
826,Body Motifs,2.3491905975257281e-05
827,Bodyguard Crush,3.6548616837730088e-05
828,Boke and Tsukkomi Routine,9.852263092731474e-06
829,Bokukko,0.0
831,Bolivian Army Ending,0.00012001386318161382
832,Bombers on the Screen,1.6120971772178425e-06
834,Bond One-Liner,0.00019891315974644155
835,Bond Villain Stupidity,6.8113099280827076e-06
838,Bonus Boss,0.0
839,Bonus Dungeon,0.0
841,Booby Trap,4.8238651381736386e-05
843,Book Dumb,1.9241513750788901e-05
845,Book End,0.0
846,Bookends,0.00056146336720987373
850,Boredom Montage,2.0117482111873538e-06
852,Born in the Theatre,5.4924774917719673e-06
855,Boss Battle,5.4852423432531337e-06
857,Boss Rush,2.0117482111873538e-06
860,Bottle Episode,2.4044897118839728e-05
862,Bottled Cool,2.220581061595339e-06
864,Bottomless Bladder,3.4901577551305348e-06
865,Bottomless Magazines,9.4999894591296199e-05
866,Bottomless Pits,8.1890628722036514e-06
867,Bouncer,2.3540520146149928e-06
868,Bound and Gagged,-9.7486947900596524e-05
870,Bounty Hunter,3.9726128960378142e-05
871,Bowdlerise,0.00018187784115252087
874,Boxed Crook,3.3306988913618396e-05
875,Boxed Set,2.8663131322328059e-06
876,Boxing Lesson,1.0813007237819293e-05
880,Brains and Brawn,-9.0652350831044556e-06
881,Brainwashed,4.4104319708614254e-05
882,Brainwashed and Crazy,-5.1973473161877706e-05
883,Brand X,3.5349049557061732e-05
886,Bratty Half-Pint,6.3992992658791828e-05
887,"Bread, Eggs, Milk, Squick",8.3120958937935572e-05
889,Break the Cutie,0.00017466929135183395
890,Breakable Weapons,0.0
893,Breather Episode,1.548552471042318e-05
894,Breather Level,0.0
895,Breathless Non Sequitur,2.8307524559398649e-06
897,Briar Patching,1.3987037649058033e-05
898,Bribing Your Way to Victory,2.1535748436695888e-06
899,Bridezilla,9.151737046375105e-06
900,Bridge Bunnies,8.3447804762586034e-06
904,Bring My Brown Pants,0.00011565579793050282
906,Britain Is Only London,2.0153110622925894e-05
909,British Brevity,1.8416552010220302e-06
914,Broke Episode,0.0
915,Broken Aesop,0.00017974307213486346
916,Broken Bird,0.0001027360344738293
917,Broken Bridge,0.0
918,Broken Heel,3.3288155235802739e-05
920,Broken Pedestal,0.00010485165793146276
921,Broken Streak,2.220581061595339e-06
922,Broken Treasure,2.1623803482873963e-06
925,Brother-Sister Incest,9.6594715314361702e-05
926,Brotherhood of Funny Hats,2.0117482111873538e-06
928,Brought Down to Normal,2.6323459446899242e-05
929,"Brought to You by the Letter \S\""""",6.9495933188949759e-06
930,Brown Note,6.9249270227137596e-05
931,Bruce Wayne Held Hostage,7.5827370971763629e-06
932,Brutal Honesty,6.2717529169281964e-05
936,Buddy Cop Show,5.0507663057333129e-05
939,Buffy Speak,9.4018872199446178e-05
942,Bug War,8.7421460980611107e-06
945,Building Swing,0.0
946,Bull Seeing Red,5.6104629964076845e-06
947,Bullet Dancing,1.1158536512564312e-05
948,Bullet Proof Vest,6.6581089846495605e-05
949,Bullet Sparks,1.1419399129338257e-05
950,Bullet Time,6.8240497498482959e-05
951,Bullethole Door,9.6875010231776957e-06
953,Bumbling Dad,4.1223275911420178e-05
954,Bungling Inventor,1.7874553471922965e-05
955,Bunny-Ears Lawyer,0.00016764830207350199
958,Burger Fool,4.6017659938343749e-05
959,Buried Alive,7.9328141830007289e-05
961,Bus Crash,1.0790111103024458e-06
962,Busman's Holiday,-2.5884709449714726e-05
963,Busman's Vocabulary,2.912296765370231e-06
966,But Not Too Black,2.6961623698310129e-05
967,But Thou Must,6.0724623443264165e-06
968,"But Wait, There's More!",0.0
969,But We Used a Condom,1.0662080252285159e-05
970,Butch Lesbian,5.8764480619248761e-05
971,Butt Monkey,0.0006055119213468316
973,Butterfly of Doom,1.1217009094386115e-05
976,By the Lights of Their Eyes,1.7201222944414225e-05
986,C-List Fodder,2.5532583880275726e-06
988,"CPR (Clean, Pretty, Reliable)",5.5245749376934831e-05
994,Caffeine Bullet Time,4.171400388185616e-06
995,Cain and Abel,0.0001069616987246723
997,California Doubling,0.00017919323063580233
998,California University,2.8119843212297006e-06
999,"Call a Rabbit a \Smeerp\""""",-1.3461789902695437e-05
1000,Call Back,0.00032221354657947337
1003,Call to Adventure,1.7281653859769974e-05
1004,Calling Your Attacks,5.9882559100125504e-05
1007,Calvinball,1.3159335866060816e-05
1010,Camera Spoofing,1.8702837526840437e-05
1011,Camera Tricks,6.6914283217548585e-06
1012,Camp,7.342599355100187e-05
1013,Camp Gay,1.4956986398065537e-05
1014,Campbell Country,1.0541463139874558e-05
1016,Can Not Spit It Out,4.3511519771915955e-05
1018,"Canada, Eh?",0.00010385449979367827
1021,Canadian Series,0.0
1022,Candlelit Bath,5.3508840419732831e-06
1025,Canon Fodder,0.0
1026,Canon Immigrant,4.479078877166102e-05
1027,Canon Sue,2.8119843212297006e-06
1028,Can't Catch Up,6.7555694890329334e-06
1029,Can't Get Away with Nuthin',1.3672445172380722e-05
1031,Cap,0.0
1037,Captain Ersatz,0.00014418897661812124
1038,Captain Ethnic,1.114613796259244e-05
1042,Captain Obvious,0.00016283367284543131
1048,Captain's Log,-3.8151841995812897e-05
1049,Captured Super Entity,9.176225087516466e-06
1051,Card-Carrying Villain,0.00013232898716984017
1052,Card Games,3.1303029803779445e-06
1053,Card Sharp,-4.9078416659332125e-05
1054,Cardboard Boxes,2.1535748436695888e-06
1055,Cardboard Prison,6.1123482342528177e-07
1058,Cargo Cult,1.6012537910516451e-05
1060,Carnivore Confusion,3.9510005569416692e-05
1061,Carrying a Cake,1.6496172811178307e-05
1062,Carrying the Antidote,7.332811725411744e-06
1066,Cartwright Curse,1.6633821508176597e-05
1070,Cassandra Truth,0.00026347955405925925
1072,Cast Herd,0.0
1073,Cast Speciation,0.0
1075,Casual Interstellar Travel,5.8793596235401704e-06
1077,Cat Concerto,0.0
1079,Cat Fight,2.317321770491571e-05
1080,Cat Girl,-5.3770635616642898e-06
1081,Cat Scare,0.00015243232141806372
1082,Cat Smile,9.9049678947732376e-06
1083,Catapult Nightmare,0.00018564330174210693
1084,Catch a Falling Star,6.2939213556212797e-06
1085,Catch Phrase,0.00050938419460471503
1086,Catch Phrase Spouting Duo,3.3160166833788073e-06
1088,Catchphrase Interruptus,5.9443212866501261e-06
1091,Cats Are Mean,0.00010053612625487328
1092,Ceiling Cling,-4.1710537632004378e-05
1095,Celebrity Endorsement,3.4248609960753923e-06
1096,Celebrity Is Overrated,1.0958084951514872e-05
1097,Celebrity Star,8.2565756088711618e-06
1098,Celebrity Toons,2.3743784216489052e-06
1099,Celibate Hero,4.6532493334527724e-05
1100,Cement Shoes,1.5239400996715966e-05
1101,Censor Steam,4.0040355493094264e-06
1103,Cereal Induced Superpowers,2.6244274312547895e-06
1105,Cerebus Retcon,9.3199796536387419e-06
1106,Cerebus Syndrome,2.503462964511982e-05
1108,Chain Link Fence,4.9223315602174406e-06
1109,Chain of Deals,5.2051114576532063e-06
1110,Chained Heat,2.8233555721565149e-05
1111,Chained to a Railway,9.0689484605886783e-06
1112,Chained to a Rock,1.3636409139902318e-05
1113,Chainmail Bikini,1.9226831245830962e-05
1117,Chandler's Law,4.6426490896563598e-06
1118,Changeling Fantasy,6.0967720512897625e-06
1121,Channel Hop,2.0117482111873538e-06
1122,Chaos Architecture,0.0
1124,Character Blog,2.3387983254204004e-06
1125,Character Derailment,3.2602977965739656e-06
1126,Character Development,0.00014694592938474256
1127,Character Exaggeration,-6.532611162404872e-07
1128,Character Focus,5.2994766718788285e-06
1129,Character Level,3.331667499583544e-06
1130,Character Magnetic Team,0.0
1131,Character Name and the Noun Phrase,6.0235459389814838e-06
1132,Character Overlap,5.9781193841029624e-06
1133,Character Tics,-3.9731180938888209e-06
1135,Characteristic Trope,2.3743784216489052e-06
1140,Characters as Device,7.5054048067541397e-06
1142,Charles Atlas Superpower,4.0158217702775163e-05
1148,Charm Point,0.0
1151,Chase Scene,-0.00011093098960609737
1153,Chaste Hero,1.8583443652601823e-05
1154,Chaste Toons,0.0
1155,Check Please,3.248883648859156e-05
1158,Cheerful Child,2.6485940157540508e-05
1160,Chekhov's Armoury,7.7193956106663559e-05
1161,Chekhov's Gun,0.0015750386414404194
1162,Chekhov's Gunman,0.00028476495429377927
1163,Chekov's Gun,2.0129427986533271e-05
1164,Cherry Blossoms,2.0029241032297871e-05
1165,Cherry Tapping,2.4637250481349378e-05
1166,Cheshire Cat Grin,3.0589603138258895e-05
1167,Chest Insignia,9.9243344095842136e-06
1168,Chest Monster,0.0
1169,Chew Bubblegum,5.1156197720596675e-06
1172,Chick Magnet,6.07614748199617e-05
1173,Chickification,1.460643920400728e-05
1174,Childhood Marriage Promise,-7.2979380002964741e-06
1177,Chirping Crickets,6.1280010046085071e-06
1179,Chop Sockey,5.5432164004743426e-06
1184,Christianity Is Catholic,4.7168178744743304e-05
1186,Christmas Cake,1.551711173107737e-05
1188,Christmas Episode,8.938878158400023e-06
1189,Christmas Special,1.1349503976933952e-05
1192,Chroma Key,2.6918010693401821e-05
1198,Chunky Updraft,1.9834599885000233e-06
1199,Church Militant,5.5527528488392882e-06
1202,Circling Birdies,4.7721095005329097e-06
1203,Circus of Fear,-4.0912777801367669e-05
1205,Twelve Coins Puzzle,0.0
1206,Deep Cover Agent,1.976501839437955e-05
1207,Citizenship Marriage,2.2178537311061434e-05
1209,City in a Bottle,2.2461495355294348e-05
1210,City Mouse,-1.6754596389478617e-05
1211,City of Adventure,-6.1174998630942319e-06
1213,City with No Name,2.4789601343587063e-05
1214,Civil Warcraft,0.0
1216,Civvie Spandex,1.6828929038467727e-05
1217,Clap Your Hands If You Believe,9.4564981408258247e-05
1220,Clark Kenting,1.9809128509347416e-05
1221,Clarke's Law for Girls' Toys,0.0
1222,Class and Level System,0.0
1223,Class Representative,2.0182216584015703e-06
1224,Class Reunion,4.9424991342787417e-06
1225,Class Trip,5.0384875435585398e-06
1227,Classically Trained Extra,1.4594279221825794e-05
1228,Classy Cat-Burglar,1.0228922273367312e-05
1231,Clean Cut,3.8365414895676391e-05
1232,Cleaning Up Romantic Loose Ends,3.1445734106416425e-06
1233,Clear My Name,4.4996516919359219e-05
1235,Clich Storm,1.0323007431327852e-05
1236,Click Hello,5.2321577757298752e-05
1237,Cliff Hanger,-7.5265281236907344e-05
1239,Climbing Climax,3.0499289801257997e-05
1240,Clingy Jealous Girl,8.871233284416785e-05
1241,Clingy MacGuffin,9.1868227838616231e-06
1242,Clip Show,1.1272400801491063e-05
1243,Cloak & Dagger,2.0693586953935046e-06
1245,Cloning Blues,4.5570217259688368e-05
1246,Close-Call Haircut,1.8593229557003011e-05
1248,Closer to Earth,2.5789820464342167e-05
1249,Close-Up on Head,7.2531464444203795e-06
1250,Closing Credits,4.907310402642565e-06
1251,Clothing Damage,-8.424247224645777e-05
1252,Cloudcuckoolander,0.00053983343462385295
1253,Clown Car Base,9.0726609820004367e-06
1254,Club Kid,1.1238354086160959e-05
1259,Cluster F-Bomb,0.00062225057988726622
1265,Code Name,2.3917195650158243e-05
1269,Coincidental Broadcast,-1.738478217217918e-05
